gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ACR	11.5125649207155	-1.45484840413906	0.176985295173017	9.02005606167569e-17	4.54347295615029e-16
ACRBP	122.405394310868	-0.353574305487557	0.124865219315733	0.00421817933507449	0.00682774635266042
ACRC	77.3844579883048	0.825858002745054	0.168102589780192	4.27859582814279e-05	8.62103417802432e-05
ACRV1	8.51166445556811	2.74657083193544	0.288976694491258	1.34654500212623e-22	9.81763218330058e-22
ACSBG1	45.9804947056954	-1.88409157221755	0.18981343809649	1.2753273233284e-23	9.87973427288862e-23
ACSBG2	16.6733021701905	0.219825930157065	0.134503674080812	0.0972653517037576	0.130522519861436
ACSF2	2403.5385055909	-0.0808382161425352	0.115681789892639	0.47800714569241	0.556765618641058
ACSF3	932.814276447468	0.0569647227408899	0.0684475185295356	0.413059453162265	0.488766068226584
ACSL1	6794.55373745545	-0.886058356953422	0.110169973227448	4.4195473230824e-16	2.12460481097487e-15
ACSL3	4660.3037982288	0.337869753313744	0.0908993140947653	0.000237277140484217	0.000442473893579723
ACSL4	5342.08820741429	-0.970739386336263	0.118444433935867	1.39762942888334e-16	6.94533742854743e-16
ACSL5	8849.93054910637	0.722192963971945	0.14598167569722	4.75126308066769e-07	1.15037291960637e-06
ACSL6	93.5377901551193	0.753823358421312	0.19065366794054	4.56090456576444e-05	9.15876748553463e-05
ACSM1	56.2848444661128	-0.694102331835421	0.171117863048058	3.76562617386414e-05	7.63588129186316e-05
ACSM2A	1.81848160728941	-1.81976292950142	0.3269908863337	1.0291220558834e-08	2.8647983560334e-08
ACSM2B	1.44482208299116	-0.90045930227121	0.330073960932016	1.52727932668997e-06	3.53501756093457e-06
ACSM3	726.46031588224	0.225098215983029	0.170244924379334	0.178637327712373	0.228434951927515
ACSM4	8.90589297368673	1.4573889109262	0.280537261350429	3.65561958178246e-08	9.73752388244463e-08
ACSM5	45.982668934972	-1.2178417537144	0.193990599260002	1.78224907016376e-10	5.72202431396113e-10
ACSS1	2457.84758850588	-0.316999364642037	0.137054423341163	0.0178805744288119	0.026756790573599
ACSS2	3660.53487946725	-0.652076094544824	0.104111801896126	2.90328368282161e-10	9.16460670930992e-10
ACSS3	479.942005328237	-1.55030861857355	0.1788232407654	1.8589615406428e-18	1.04620518350476e-17
ACTA1	113.654920951594	-0.114610854842828	0.11940488474085	0.331460712309254	0.40100700232221
